quondam, former, 0
cad, ungentlemanly, 1
stile, steps for people over fence, 0
artful, affected, 0
ordnance, artillary, 0
Crane-purled, flow in swirls, 1
maelstrom, storm, 1
mien, disposition, 0
torsion, twist, 0
spinet, small piano, 1
ocher, rust color, 1
peremptory, imperial, 0
paleolithic, stone age, 1
miasma, swamp vapor, 0
nugatory, no value, 1
quay, pier, 1
barbiturate, seditive, 1
liniment, ointment in cosmetics, 0
cabal, group of conspirators, 1
adjutant, assistant, 1
pansy, fantasia flower, 1
linseed, seed of flax, 0
haggard, gaunt appearance, 0
sorghum, syrup from cereal, 0
statuary, statues, 1
Melville-deponent, person making deposition under oath, 0
steelyard, noun scale, 0
abstemious, abstaining, 1
aster, daisy-like flower, 1
contingency, chance occurance, 1
strident, loud, 0
virago, shrew, 1
bilious, choleric, 1
turncoat, switch parties, 1
reticent, reserved, 1
pinafore, child smock, 1
paramour, male lover, 1
abash, embarass, 1
fastidious, not readily pleased, 0
Milton-interposed, place between, 0
Milton-hewn, chop, 0
swill, swig, 1
Greene-lichenous, resembling fungus, 1
rubicund, ruddy complexion, 0
muezzin, man who calls muslims to prayer, 0
gristle, cartilage, 0
pedagogue, teaching, 0
trivet, three leged bowl, 1
venal, corrupt, 0
inculcate, press in the mind, 1
bicameral, 2 legis. bodies, 1
stalagnite, pointing up, 1
phlox, clustered flower plant, 1
coruscate, sparkle, 1
binnacle, housing of compass, 1
bridgehead, fortified position, 0
bulwork, wall of ship, 1
actuate, cause to act, 0
Conrad-stanchion, upright bar think velvet rope, 1
fetter, shackle, 0
Milton-naphtha, flammable oil, 1
Crane-redoubtable, formidible, 1
stratum, layers, 0
scullery, prep part of kitchen, 0
Milton-amerced, punish by fine, 0
machismo, masculine pride, 0
mellifluous, pleasant sounding, 1
personage, v.i.p., 1
reprieve, cancel punishment, 1
vellum, parchment from calf skin, 0
cambric, fine linen, 0
shoat, baby pig, 1
katydid, grasshopper, 0
fiat, decree, 0
Ford-affaisement, collapse, 0
coddle, to baby or to boil, 1
ingenuous, innocent, 0
magnanimous, beyond pettiness, 1
Milton-interdicted, prohibit, 0
pincenez, glasses, 1
quahog, American clam, 1
purlieu, retreat, 0
natty, foppish, 0
Greene-corrugated, think cardboard or shanty roofs, 1
effervesce, bubble, 1
malfeasance, wrongdoing in office, 0
fulsome, mawkish, 0
apoplexy, stroke, 1
narcissus, astral like flower, 0
dowel, cylindrical piece of wood for joining, 1
Hawthorne-gutta-percha, latex of Malaysian trees--lasts long, 1
swale, marshy depression, 0
ingrate, ungrateful person, 1
disrepute, bad reputation, 1
altruism, beneficence, 0
mufti, muslim legal expert, 0
Greene-soutane, black cassock, 0
impecunious, poor, 0
posthaste, haste, 1
obstetrics, women during childbirth, 0
goulash, stew, 1
gourmand, gourmet liking person, 1
Greene-lozenge, some black lozenge-eyed Indian child, 1
tabby, cat, 1
salacious, bawdy, 1
Melville-sloven, careless, 0
prawn, shrimp likes, 0
lilac, purple flower, 1
logy, sluggish, 0
mulberry, dark red berry or tree, 0
abnegate, renounce, 1
Greene-mortmain, status of eccelsiastical lands, 0
juris prudence, science of law, 1
Greene-parquet, floor of wood in geometric patterns, 1
Greeene-cretonne, heavy cotton, 0
pastern, sloping part of horses foot, 0
Greene-convalescence, healing, 0
brig, ship, 0
swayback, abnormally hollowed back esp horse, 1
Melville-ignominiously, causing public shame, 0
supervene, occur later than expected, 0
plutocracy, rule by rich, 0
frenetic, frantic, 1
carmine, purplish-red, 1
intrepid, without fear, 1
cajole, convince by suggestion, 1
filch, steal, 1
probate, prove a will, 0
dispensory, place of aid, 0
tureen, deep covered dish for serving soup, 0
sluice, verb to wash or noun gate for water, 1
sylph, spirit of the air, 1
bray, cry of donkey, 1
bouillon, broth, 0
remit, cancel or send money, 1
cupola, small dome, 1
systole, phase of heartbeat when muscle contracts, 1
Greene-cerise, vivid reddish pink, 0
nascent, inchoate, 0
lignite, soft brown coal, 0
chancel, alter area, 1
palid, without color, 1
Conrad-tenebrous, shadowy, 0
extol, praise, 1
waylay, attack, 0
transept, alley across nave, 1
blarney, talk, 0
desultory, without a plan, 1
magpie, long tailed crow, 0
pica, unit of type, 0
Greene-corvette, small warship, 1
paucity, scarcity, 1
hapless, hopeless, 1
reproof, expression of blame, 0
august, majestic, 0
penumbra, partially shaded region of shadow, 1
braise, cook in skillet, 0
acrimony, harsh words, 0
hew, cut, 1
fatuous, without thinking, 1
theosophy, mystical religion, 1
cumulus, dome-like cloud, 1
dale, valley, 1
progeny, descendant, 0
harem, place of concubines, 1
prate, tedious talk, 1
isometric, proportion, 0
proviso, provision, 0
Milton-puissance, power, 0
upholster, secure, 0
cortege, funeral, 0
ablution, washing, 0
Milton-clarions, war trumpet or loud and clear, 0
Greene-muslin, lightweight cotton often worn at church, 0
arrant, complete, 0
scape grace, rascal, 0
corroborate, support, 0
pumice, skin stuff, 1
hireling, unscrupulous mercenary, 0
Crane-cowl, monk hood, 1
fuchsia, pink-purple, 1
marimba, xylaphone, 1
lathe, rotating machine for shaping wood, 1
clavichord, keyboard-like instrument, 0
Conrad-canting, talk hypocritically, 0
internecine, deadly, 1
reconnoiter, sent on recon, 1
commissariat, food dep. of military, 1
squab, little pigeon, 0
lapel, collar, 0
potente, person in power, 1
Milton-dross, worthless, 0
shilly-shaly, quarrel of trifles, 0
churl, disagreeable person, 0
pewter, alloy of tin with copper, 1
puffin, little penguin, 1
carrion, decayed flesh, 1
dissolute, dissipated, 0
poltroon, coward , 1
gaff, fish hook, 1
pique, irritate, 0
tern, type of seabird, 1
renumerate, repay, 0
gainsay, dispute, 0
parimutuel, type of bet, 1
rhinestone, fake diamond, 1
fettle, in fine state, 1
tacit, unspoken, 1
marten, weaselike mammal, 0
truculent, savage, 1
posy, little bouquet, 0
overawe, awe into wonder, 0
Milton-damasked, fabric with pattern, 1
mandolin, plucked instrument, 1
McCarthy-micrometer, tool for measuring small precise distances, 1
Shelley-cabriolet, car with folding roof, 1
Quaker, society of friends, 1
munificent, largesse, 0
factotum, doer of odd jobs, 1
inveigle, persuade by deception, 0
neurosis, anxiety, 1
Milton-vicissitude, change of fortune, 1
comestible, edible, 0
Conrad-palavering, prolonged idle discussion, 1
windbag, talker, 0
berm, earth embankment, 1
sepia, brown, 0
plangent, loud melancholy sound, 0
mountebank, charlatan, 1
sandalwood, idian tree for timber and fragrance, 1
samovar, russian tea kettle, 1
shank, lower leg, 1
litany, prayer with responses, 1
Ford-odious, unpleasant, 0
globule, little drop, 1
piker, cheat, 0
asperity, caustic, 0
sapphire, blue crystal, 0
nonce, for the nonce/present, 0
neaptide, beginning of high tide, 1
isinglass, gelatin of fish, 1
rutabaga, edible root, 0
legerdemain, deft of hands, 1
Ford-scullion, kitchen servant, 1
Conrad-batrachian, frog or toad, 0
keel, frame of boat, 0
wangle, obtain by manipulation, 0
aphorism, truism, 0
colloquy, discussion, 0
slatern, slovenly woman, 1
viscera, internals, 0
polecat, skunk, 1
Melville-intrigante, female person planning to do something illicit, 0
poplin, lightweight cotton, 0
papaya, green fruit, 0
pathology, study of diseases, 0
mottle, spotted, 0
Milton-draff, remnants of a liquid in a container with sediment or grounds, 0
scurrilous, insulting, 0
umber, red brown, 1
roseate, red, 1
pantheism, belief in equating god with the universe, 0
sebaceous, oil or fat, 1
schlock, inferior goods, 0
balsa, wood for modeling etc, 0
philistine, uncultured, 1
Melville-ambuscades, ambush, 0
orotund, round, 1
Ford-desideratum, something needed, 0
prestidigation, legerdemain, 0
amity, friendship, 1
millener, seller of women's hats, 0
sanctimony, false piety, 1
querulous, complaining, 0
lyceum, institute of lectures, 1
abscond, go off in secret, 1
chemise, woman's slip, 1
pestle, mortar, 1
furrow, narrow groove, 1
penurious, cheap, 0
absolve, get rid of association, 0
prow, ship's bow above water, 1
lucre, dishonest money, 1
Crane-impetus, force with which a body moves, 0
Greene-helio, flash reflection of sunlight, 1
spurious, false, 0
offing, distance, 0
immolate, sacrifice, 0
pediment, small gable, 0
Milton-frore, frozen, 0
fricassee, meat stew, 1
stipple, painting with small dots think WSJ profile pic, 1
rote, memerize, 1
Conrad-pellucid, translucent, 1
narcosis, state of stupor, 0
Milton-maugre, in spite of, 0
jejune, insipid, 1
Milton-couchant, lying with body resting on the legs and head raised think Sphinx, 1
garnet, crimson stone, 1
flotilla, argosy, 1
animadvert, ill-will, 1
myrtle, tree with pink purple flowers, 1
palliate, ameliorate, 0
assuage, comfort, 1
Sedir, passover, 1
Ford-gilt, gilded with gold, 1
chary, sparing because of caution, 0
Milton-glozing, make excuses for, 0
bibulous, partial to drinking, 1
harangue, vehement long speech, 0
fatigue, military outfit, 1
Conrad-exigencies, urgent needs, 1
ostensible, salient, 1
pinfeather, budding feather, 1
nocturne, song for night, 1
interstice, gap, 1
monsignor, roman catholic priestly title, 0
assiduous, meticulous, 0
pusilanimous, coward, 1
Ford-plastron, pad protection worn by fencer or woman's bodice, 0
tropism, growth to stimuli, 1
pullet, hen, 0
officious, annoyingly assertive, 1
glower, look suspiciously, 1
discomfit, frustrate, 0
comport, behavior, 1
lodestone, metal ore, 1
Melville-clefts, cleaves, 1
paunch, fat, 0
remand, place on bail or in jail, 0
inveigh, harsh words, 0
impetuous, rash, 1
malign, smear, 0
decorous, proper, 0
cauterize, to burn a wound, 1
whey, milk syrup, 1
sucotash, lima beans, 1
jack, knave, 1
Ford-reticence, silent, 1
percale, fine cotton, 0
sprite, fairy, 1
winnow, to free grain, 1
Ford-garrison, troops stationed in fortress or town, 1
slough, swamp, 0
wainscot, wooden paneling on walls, 1
gumption, common sense, 1
cavort, frolic about, 1
anodyne, pain killer, 1
mince, dainty, 0
Hawthorne-inveterate,ingrained, 0
Conrad-pertinacity, persistence, 1
Milton-sluiced, sliding gate for water, 1
wren, little bird, 0
portico, porch, 1
potpourri, smelling stuff, 1
tutelage, teaching, 0
savoir faire, coolness, 1
calumny, slander, 0
Milton-dalliance, casual romantic relationship, 1
rectory, parsonage, 1
Milton-ford, shallow place of a river, 1
Milton-alimental, providing nourishment, 0
rye, wheatlike cereal plant for whiskey, 1
cowl, monk hood, 1
coalesce, unite, 0
toreador, bull fighter, 1
verdure, green, 1
apostate, renouncer of religion, 1
sardonic, cynical, 0
alder, birch, 0
lambent, gently glowing, 1
minuet, slow song, 0
Crane-regardant, looking backward, 1
inextremis, near death, 0
valence, attraction, 1
Conrad-acrimoniously, caustic, 0
Ford-wheal, red swollen mark, 0
aplomb, self-possesion, 1
ganglion, group of nerves, 1
accouterment, belongings, 1
abjure, renounce, 1
shim, wedge, 0
linden, tree, 0
pianissimo, soft, 0
muff, clumsy action, 0
acidulous, caustic, 1
Ford-maundering, ramble, 0
Greene-grandiloquent, extravagant in language, 1
lily, white flower, 1
satyr, bacchanal goatmen, 1
graft, fuse skin/plants/etc, 1
hasp, clasp for a door, 1
hassock, cushionlike seat, 0
jowl, lower jaw, 1
bituminous coal, yields tar, 0
petrel, seabird, 0
marjoram, culinary herb, 0
Greene-oleograph, lithograph resembling oil painting, 0
sodality, christian society, 0
pertinacious, holding to an opinion, 0
tenterhook, hook for fastening cloth to dry, 1
osculate, kiss, 0
serge, twilled wool, 0
quid, cut, 0
Milton-cope, come in contact with, 0
bunting, little flags, 1
abrogate, revoke a law, 1
Milton-progeny, descendant, 0
Milton-perturbation, anxiety, 0
pall, casket shroud, 1
Conrad-impetuousity, spontaneous, 1
offal, inedible parts of animal, 1
halitosis, bad breath, 1
enmity, hostility, 1
chrysanthemum, paper-like flower, 1
Milton-architrave, main beam resting across tops of columns, 0
chalet, swiss lodge, 1
buxom, pleasantly plump, 1
kibbutz, settlement, 0
yaw, deviate, 1
impassive, stolid, 1
matins, morning prayer, 1
oppurtune, favorable, 1
delphinium, tall blue flower, 1
McCarthy-onyx, type of precious black stone, 1
Melville-abrogation, repeal, 1
osseous, ossified, 0
glean, to cull, 1
crotchet, personal trait, 0
gelid, icy, 1
nickelodeon, nickle ent. machine, 1
lentil, seed of legume, 1
rhodadendrum, ornamental flower plant, 0
noisome, malodorous, 1
sump, pit of water, 1
Milton-satiate, satisfy, 1
amenable, agreeable, 1
nebula, cloudy formation, 1
Conrad-dammar, resin for oil or varnish, 0
tete-a-tete, intimate conversation, 1
Conrad-rent, gap, 1
Ford-pellitory, type of daisy, 0
lascivious, lustfull, 1
Ford-titular, holding a title without authority, 0
Milton-grunsel-edge, horizontal support beam of foundation, 0
shrike, small songbird, 0
loath, reluctant, 0
yawl, sailboat, 1
Milton-portcullis, heavy grating lowered up and down to block gateway, 0
starling, colorful songbird, 0
lovelorn, pining in love, 0
papyrus, for paper, 1
cognomen, nickname, 1
repast, meal, 1
sasafras, American aromatic tree for tea, 0
Milton-pernicious, harmful, 0
proletariat, working class, 0
Milton-suffusion, overspread as with liquid color etc, 0
amethyst, purple stone, 1
Conrad-solah topi, safari hat, 1
sauterne, sweet white wine, 0
polyandry, polygamous woman, 0
viceroy, deputy, 0
landed, rich in land, 1
sacrasanct, sacred, 1
anathema, unwanted person, 0
detente, lessening of tension, 1
indefatigable, untiring, 1
grist, grain, 0
apposite, appropriate, 0
nape, part of the neck, 1
boondoggle, laughable work, 0
redoubtable, respectable, 1
vitreous, caustic, 0
dowager, widow with property, 0
apocryphal, apocalyptic, 0
sacristan, administers sacristy, 0
palsy, n.s. damage, 0
lessor, landlord, 0
cloven, divided, 1
saltpeter, used in gunpowder, 1
Melville-castellated, having battlements, 1
intractable, unruly, 1
scupper, drain, 0
acquisitive, interesting in gaining, 1
ensconce, put in secure place, 0
Milton-opacous, archaic opaque, 1
Ford-cob, hazelnut or short-legged horse or male swan, 1
hydroelectric, water power, 0
Melville-settee, long upholstered couch-like seat, 1
jeremiad,long mourning, 1
nettle, extensions, 1
euphemism, expression, 0
portage, carrying boats over land, 1
hectare, 10k square meters, 0
quoit, game like horse shoes, 1
nonplus, stun, 0
jetsam, cast off cargo, 1
zeppelin, blimp, 1
clamber, climb laboriously, 1
jamb, side of a door, 0
nonage, not of age, 1
frieze, horizontal decoration, 1
expiate, atone for, 1
dungaroes, blue work clothes, 1
imperious, imposing one's will, 0
ingratiate, win one's favor, 1
muscatel, sweet wine, 1
hypodermic, below the skin, 1
panegyric, eulogy, 0
Melville-wen, cyst, 1
mezzanine, loft, 1
rabbet, recess in wood for joining, 0
panoply, wide ranging feat, 1
baritone, between bass and tenor, 0
charlatan, proclaimer of deceits, 1
honeydew melon, melon, 1
tamp, to pack, 0
Milton-verdure, lush green vegetation, 1
nominal, trivial or normal, 1
spume, foam, 0
nimbus, storm cloud, 0
joist, support beam, 1
boudoir, woman's sitting room, 1
Ford-desultorily, without a plan, 1
saturnine, melancholy, 1
gauche, socially awkward person, 0
trousseau, wedding attire, 0
lien, legal right, 0
trellis, wall for climbing plants, 1
McCarthy-coiffure, person's hairstyle typically elaborate, 0
surplice, christian white robe, 1
sally, charge out of besieged place, 0
Conrad-valise, luggage, 0
meretricious, specious, 0
Milton-volant, able to fly or glide, 1
spoliation, spoils, 0
rajah, Oriental leader, 0
sable, black fur, 1
ingot, block of metal, 1
insipid, dull, 0
aspect, profile, 0
mortise, hole to aid joining, 0
suborn, cause to do wrong, 0
onerous, burdensome, 0
congenial, agreeable, 0
Milton-tedded, turn over or spread out grass/hay to dry for bedding, 1
turbid, muddy, 1
viand, food, 1
Greene-stalwart, loyalist, 1
soporific, sleep inducing, 1
captious, fault-finding, 1
Conrad-perfidious, disloyal, 0
puerperal, childbirth, 1
Milton-panoply, array, 1
gyp, to bilk, 0
mollify, blandish, 1
sot, drunk, 0
fissure, cleave, 0
brad, type of nail, 1
butte, isolated hill, 0
nonagenarian,90, 0
Hawthorne-wizened, wrinkled with age, 1
bionics, human and robotic system, 0
fallow, unplanted, 1
credulous, gullable, 1
kipper, salmon, 0
occult, cult, 1
strychnine, poisonous compound, 0
laconic, terse, 1
benefaction, good act, 1
mensuration, measurement, 0
sciatica, hip problem, 1
philology, linguistics, 0
umbel, flower cluster of common stalk, 1
monograph, study on single subject, 0
firmament, heavens, 0
plait, pleat fold, 1
Milton-insuperable, impossible to overcome, 0
petunia, flowering plant, 0
wrest, take by force, 0
Ford-divagations, to wander or drift, 0
omnibus, collection, 0
denigrate, blacken, 1
torpid, without energy, 1
Melville-windlass, winch for hoisting anchors, 0
redolent, fragrant, 0
rickshaw, peddy cab, 1
blithe, unconcern, 0
slog, plod, 1
martinet, drill like, 1
turgid, swollen, 0
nepotism, favoring family, 0
sinew, tenden, 0
birch, halo trees, 1
brogan, leather ankle shoe, 0
abaft, near stern, 1
palomino, golden horse, 0
recapitulate, summarize, 0
talesman, ring or stone of magic, 1
dowdy, plainly dressed, 0
brine, salty water, 1
furlong, 1/8 mile, 1
Melville-recondite, abstruse, 1
Melville-oakum, caulk made from fiber of old rope, 0
porterhouse, steak, 1
windrow, row formed by wind, 1
teetotaler, non drinker, 1
Ford-arrogated, claim unjustly, 0
gossamer, web-like, 1
gardenia, bush with white rose-likes, 1
mandible, jaw, 0
paddock, secure area for house, 1
affable, amiable, 1
shunt, divert, 0
modicum, ounce, 0
tumid, swollen, 1
dappled, spotted, 0
Milton-rapine, pillaged property, 0
roan, animal with main of thick and interspered hairs, 1
Conrad-dyspepsia, indigestion, 1
ribald, pied, 0
Conrad-parapet, low wall on roof or bridge, 1
transom, window above door, 1
parry, block, 1
legate, papal envoy, 0
cynosure, center of attention, 1
spheroid, spherelike solid, 1
shirr, elasticized threads, 0
recalcitrant, obstinate to authority, 0
beguile, enchant, 0
Ford-gorse, yellow flowered shrub, 0
pectin, used in jam, 1
appertain, belong, 1
obtrude, stand out, 0
trestle, framework for supporting tabletop, 0
smirch, smear, 0
wen, cyst, 1
seamy, sordid, 0
widgeon, malard duck, 0
blue stocking, feminist, 0
rankle, cause resentment, 0
peony, rose like flower, 0
scurf, dead skin, 1
timpani, drums, 1
palaver, talk, 0
scow, sailing dinghy, 0
negligee, night shirt, 1
alacrity, readiness, 0
lanolin, cosmetic oil from wool, 0
exigency, urgency, 1
Milton-proboscis, trunk of an animal, 1
balsam, sap of wood, 0
disparate, distinct in kind, 1
lurid, violently flaming, 0
stolid, impassive, 1
chantey, sailor song, 1
lief, willingly, 0
renage, go back on, 1
Shelley-adduced, cite as evidence, 1
wan, pallid, 1
Greene-carious,decayed, 0
Milton-peccant, having committed a fault or sin, 0
baluster, support column, 0
Melville-ursine, resembling bears, 1
Milton-welkin, the sky or heaven, 1
chattel, movable property, 0
ameliorate, make better, 1
scallion, onion, 0
prurient, lustful, 0
pentateuch, first five books of bible, 1
roil, anger, 1
facsimile, reproduction, 1
contumely, obstinate, 1
Greene-protuberant, bulging, 0
appelation, name, 1
coloratura, virtuoso soprano, 0
beset, give cause to, 0
lozenge, diamond, 1
phial, vial, 1
cutaneous, skin, 0
maudlin, mawkish, 1
garrote, strangle, 1
pekoe, black tea, 1
skinflint, miserly person, 0
calico, spotted dark colors, 1
refectory, dining hall, 1
compunction, guilt, 1
cudgel, club, 1
steppe, flat grassland, 0
bazaar, middleastern market, 1
stoup, basin of holy water, 0
Milton-impetuous, impulsive, 1
pituitary, development part of brain, 1
pabulum, food for animals, 0
ephemeral, short-lived, 1
neophyte, novice, 1
Melville-deshabille, partly clothed, 1
asunder, in parts, 1
muss, state of disorder, 0
apprise, inform, 1
suture, stitch, 1
Milton-beryl, transparent pale green blue or yellow gemstone, 0
swath, row of mown grass or broad area, 1
paean, hymn, 0
jounce, bounce, 0
filament, thin wire, 1
Greene-mica, shiny silicate mineral, 1
cameo, gem of contrasting layers, 1
Conrad-tesselated, mosaic floor, 1
macrame, art of knotting, 1
snapdragon, bee attracting flowering plant, 0
variola, smallpox, 0
blue law, religious law, 1
integument, tough outer layer, 0
tendentious, bias, 0
Milton-argent, silver, 0
placer, deposit of sand in river with valuable minerals, 0
Milton-cressets, metal container of oil bunred as a torch on a pole, 0
necromancy, talking to the dead, 1
Milton-forestall, prevent, 0
lariat, lasso, 0
whiting, white fish, 0
desicate, dry, 1
Conrad-truculent, savage, 1
patina, verdigris, 0
scrip, certificate in place of money, 1
Greene-garrulous, talkative, 1
haft, handle of knife, 0
coterie, clique, 1
mange, shaggy, 1
stultify, hamper, 0
sybarite, luxury lover, 1
bombast, empty talk, 0
lissome, agile, 0
seraph, angel, 0
largo, slow tempo, 1
dour, gloomy, 0
louse, parasitic insect, 1
polyglot, knowing several languages, 1
spruce, coniferous tree for christmas, 1
hydrangea, flower, 0
artesian well, well from elevated source, 0
bur, oak-like tree, 0
filigree, thin gold or silver ornamentation, 1
equanimity, calm, 1
benignant, benign, 0
adjure, command, 0
caper, leap about playfully, 0
divan, couch, 1
quitance, release from debt, 0
jasmine, odorous flower, 1
philander, love freely, 0
Milton-yeanling, lamb or kid, 0
strop, sharpen, 1
peccary, little tusked animal, 0
coitus, intercourse, 0
